tags,owner,is_answered,view_count,down_vote_count,up_vote_count,answer_count,score,last_activity_date,creation_date,question_id,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,bounty_amount,bounty_closes_date
"['anaconda', 'jupyter', 'jupyter-notebook', 'conda']","{'account_id': 2796776, 'reputation': 5699, 'user_id': 2816194, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/09bfafc81c973eaeb8c4dbd93704cfc6?s=256&d=identicon&r=PG', 'display_name': 'user31039', 'link': 'https://stackoverflow.com/users/2816194/user31039'}",True,426102,0,515,22,515,1658137219,1474408244,39604271,https://stackoverflow.com/questions/39604271/conda-environments-not-showing-up-in-jupyter-notebook,Conda environments not showing up in Jupyter Notebook,1474464672.0,,1559346684.0,,,,
"['python', 'opencv', 'conda']","{'account_id': 3730364, 'reputation': 12469, 'user_id': 3102968, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/1XKm3.png?s=256&g=1', 'display_name': 'joesan', 'link': 'https://stackoverflow.com/users/3102968/joesan'}",True,36,0,0,2,0,1658136870,1658047929,73010428,https://stackoverflow.com/questions/73010428/installing-opencv-from-conda-environment-yml-file,Installing OpenCV From Conda Environment YML File,1658061064.0,,,,,,
"['python', 'tensorflow', 'pytorch', 'out-of-memory']","{'account_id': 8119896, 'reputation': 11954, 'user_id': 6117017, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RCsid.jpg?s=256&g=1', 'display_name': 'Timbus Calin', 'link': 'https://stackoverflow.com/users/6117017/timbus-calin'}",True,10023,1,8,1,7,1658136837,1597660068,63449011,https://stackoverflow.com/questions/63449011/why-do-i-get-cuda-out-of-memory-when-running-pytorch-model-with-enough-gpu-memo,Why do I get CUDA out of memory when running PyTorch model [with enough GPU memory]?,1605629165.0,63449012.0,,,,,
"['python', 'tensorflow', 'keras']","{'account_id': 12637535, 'reputation': 1, 'user_id': 9186246, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-pqR7S6H9H4Y/AAAAAAAAAAI/AAAAAAAAADE/7H4gvOkQc30/photo.jpg?sz=256', 'display_name': 'astroboi', 'link': 'https://stackoverflow.com/users/9186246/astroboi'}",False,40,0,0,1,0,1658134125,1658127433,73018335,https://stackoverflow.com/questions/73018335/how-to-calculate-squared-sum-quickly-in-tensorflow2,How to calculate squared sum quickly in Tensorflow2?,1658134125.0,,,,,,
"['linux', 'tensorflow', 'ubuntu', 'nvidia-jetson', 'nvidia-jetson-nano']","{'account_id': 16274936, 'reputation': 3, 'user_id': 11752348, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-e2W2RVMQTtU/AAAAAAAAAAI/AAAAAAAAAEE/MdJaHT7Qz6U/photo.jpg?sz=256', 'display_name': 'Dark_Chocolate', 'link': 'https://stackoverflow.com/users/11752348/dark-chocolate'}",False,16,0,0,0,0,1658133736,1658133736,73019535,https://stackoverflow.com/questions/73019535/usr-lib-aarch64-linux-gnu-libstdc-so-6-version-glibcxx-3-4-26-not-found,/usr/lib/aarch64-linux-gnu/libstdc++.so.6: version `GLIBCXX_3.4.26&#39; not found,,,,,,,
"['tensorflow', 'deep-learning', 'neural-network', 'nvidia-deepstream']","{'account_id': 10702020, 'reputation': 148, 'user_id': 7877016, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a4b9ecf75069d9b9cf7f2593d83f433?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sovik Gupta', 'link': 'https://stackoverflow.com/users/7877016/sovik-gupta'}",False,22,1,0,0,-1,1658133491,1658129451,73018686,https://stackoverflow.com/questions/73018686/how-can-i-convert-nhwc-to-nchw-in-python-for-deepstream,How can I convert NHWC to NCHW in python for deepstream,1658133491.0,,,,,,
"['python', 'tensorflow', 'image-processing', 'pytorch', 'image-segmentation']","{'account_id': 14579701, 'reputation': 395, 'user_id': 10530575, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a78e951ec1b41b044f80daf97733bb4?s=256&d=identicon&r=PG&f=1', 'display_name': 'PyBoss', 'link': 'https://stackoverflow.com/users/10530575/pyboss'}",True,49,0,0,3,0,1658131657,1658122071,73017670,https://stackoverflow.com/questions/73017670/python-convert-color-image-to-black-text-on-white-background-for-ocr,Python convert color image to black text on white background for OCR,1658131657.0,73018185.0,,,,,
"['python', 'tensorflow']","{'account_id': 15891407, 'reputation': 21, 'user_id': 11466416, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c24b35767d0c810090c431f0f89b9520?s=256&d=identicon&r=PG&f=1', 'display_name': 'Blindschleiche', 'link': 'https://stackoverflow.com/users/11466416/blindschleiche'}",False,35,0,0,2,0,1658131489,1658123611,73017824,https://stackoverflow.com/questions/73017824/tf-math-add-raises-error-depending-on-environment,tf.math.add raises error depending on environment,,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'deep-learning']","{'account_id': 23471384, 'reputation': 26, 'user_id': 17524849, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj4iVy2mzCNJCnxfxxqnnTvFqBYtKyJ3BA38FB9=k-s256', 'display_name': 'Dilip Pokhrel', 'link': 'https://stackoverflow.com/users/17524849/dilip-pokhrel'}",True,30,0,0,1,0,1658131188,1657939552,73001179,https://stackoverflow.com/questions/73001179/tensorflow-model-is-predicting-two-values-instead-of-one,Tensorflow model is predicting two values instead of one,1658131188.0,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras']","{'account_id': 6883719, 'reputation': 25, 'user_id': 5289582, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/879376305478127/picture?type=large', 'display_name': 'Raz', 'link': 'https://stackoverflow.com/users/5289582/raz'}",False,28,0,0,0,0,1658131095,1657966308,73003333,https://stackoverflow.com/questions/73003333/how-to-get-all-the-predicted-label-names-in-multi-label-text-classification,how to get all the predicted label names in multi-label text classification,1658131095.0,,,,,,
"['deep-learning', 'regression', 'python-3.9', 'tensorflow2.x']","{'account_id': 25682683, 'reputation': 45, 'user_id': 19445242, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c63202bad1694293f73a0704c2514fb?s=256&d=identicon&r=PG', 'display_name': 'TheNewGuy', 'link': 'https://stackoverflow.com/users/19445242/thenewguy'}",False,32,0,0,1,0,1658129048,1658119550,73017426,https://stackoverflow.com/questions/73017426/accuracy-model-issue-with-tensorflow-keras-dnn-regression-model,Accuracy/Model issue with Tensorflow/Keras DNN Regression Model,,,,,,,
"['python', 'tensorflow', 'keras', 'lstm', 'reshape']","{'account_id': 4835447, 'reputation': 1247, 'user_id': 3902319, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/9577a8d91732ad9d9fb52701f1ae96a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pat', 'link': 'https://stackoverflow.com/users/3902319/pat'}",True,39,0,1,1,1,1658125776,1658082701,73014360,https://stackoverflow.com/questions/73014360/convert-cnn-lstm-model-to-1d-cnn-model-dimension-error-logits-and-labels-m,Convert CNN-LSTM model to 1D-CNN model dimension error - `logits` and `labels` must have the same shape,,,,,,,
"['python', 'tensorflow', 'keras']","{'account_id': 15093198, 'reputation': 39, 'user_id': 12418754, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65d85ca7fcb636907d40cdc28570583d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thiziri', 'link': 'https://stackoverflow.com/users/12418754/thiziri'}",False,25,0,1,0,1,1658124186,1658090361,73015198,https://stackoverflow.com/questions/73015198/using-keras-tokenizer-to-remove-punctuation-and-numbers-from-txt-files,Using Keras Tokenizer to remove punctuation and numbers from txt files?,1658124186.0,,,,,,
"['python', 'tensorflow', 'keras', 'model', 'tf.keras']","{'account_id': 24729687, 'reputation': 1, 'user_id': 18617819, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2Rhgw.jpg?s=256&g=1', 'display_name': 'Skylard', 'link': 'https://stackoverflow.com/users/18617819/skylard'}",False,111,0,0,0,0,1658123234,1649799536,71849423,https://stackoverflow.com/questions/71849423/exception-encountered-when-calling-layerfeaturelayertype-lambda-name-k-is-no,exception encountered when calling layer&quot;featurelayer&quot;(type lambda) name k is not defined,1658123234.0,,,,,,
"['python', 'tensorflow', 'bazel', 'face-detection', 'mediapipe']","{'account_id': 20340171, 'reputation': 9, 'user_id': 15320062, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd248e75a1edc7698c4ffcb8cdf88d24?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aishwarya', 'link': 'https://stackoverflow.com/users/15320062/aishwarya'}",False,18,1,0,0,-1,1658122092,1658122092,73017676,https://stackoverflow.com/questions/73017676/what-is-my-target-in-the-command-bazel-build-define-mediapipe-disable-gpu,what is &quot;&lt;my_target&gt;&quot; in the command &quot;bazel build --define MEDIAPIPE_DISABLE_GPU=1 &lt;my-target&gt;&quot;,,,,,,,
"['python', 'tensorflow', 'machine-learning']","{'account_id': 22042551, 'reputation': 3, 'user_id': 19563232, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a5aa28fae86813d431306ccf2b675558?s=256&d=identicon&r=PG&f=1', 'display_name': 'savagekoala', 'link': 'https://stackoverflow.com/users/19563232/savagekoala'}",True,26,0,0,1,0,1658113477,1657997992,73006921,https://stackoverflow.com/questions/73006921/sgd-on-a-piecewise-non-differentiable-function,SGD on a Piecewise non-differentiable function,1658045285.0,73016904.0,,,,,
"['python', 'tensorflow']","{'account_id': 9251810, 'reputation': 17, 'user_id': 6872062, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0ef9302ab27e3f09ef8699c4028d862?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ueslei Sutil', 'link': 'https://stackoverflow.com/users/6872062/ueslei-sutil'}",False,20,0,0,0,0,1658108573,1658108573,73016558,https://stackoverflow.com/questions/73016558/loss-decreasing-with-each-epoch-but-the-accuracy-is-zero,Loss decreasing with each epoch but the accuracy is zero,,,,,,,
"['python', 'macos', 'tensorflow', 'apple-m1']","{'account_id': 2472611, 'reputation': 1171, 'user_id': 2154065, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/33efa86b1be8c3595c13acb2853d6d03?s=256&d=identicon&r=PG', 'display_name': 'user2154065', 'link': 'https://stackoverflow.com/users/2154065/user2154065'}",False,22,1,0,0,-1,1658092509,1658092509,73015414,https://stackoverflow.com/questions/73015414/various-errors-running-tensorflow-on-apple-m1,Various Errors Running Tensorflow on Apple M1,,,,,,,
"['docker', 'tensorflow', 'apple-m1']","{'account_id': 13535560, 'reputation': 881, 'user_id': 10868301, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/999e631de6d2d22214102c12ae91829e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joseph Adam', 'link': 'https://stackoverflow.com/users/10868301/joseph-adam'}",True,32,0,1,1,1,1658084544,1658080624,73014131,https://stackoverflow.com/questions/73014131/apple-m1-docker-tensorflow-modulenotfounderror-no-module-named-tensorflow,Apple M1 docker tensorflow - ModuleNotFoundError: No module named &#39;tensorflow&#39;,1658084289.0,73014502.0,,,,,
"['python', 'tensorflow', 'machine-learning', 'neural-network', 'levenshtein-distance']","{'account_id': 24120012, 'reputation': 59, 'user_id': 18089331, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyvmu0nS4Bad6hAJzF6zS30LktGxCD1oDfnwS_G=k-s256', 'display_name': 'PSt', 'link': 'https://stackoverflow.com/users/18089331/pst'}",False,92,0,3,2,3,1658075711,1657297504,72914328,https://stackoverflow.com/questions/72914328/compare-similarity-of-two-names-and-identify-duplicates-with-neural-network,Compare similarity of two names and identify duplicates with neural network,1657812797.0,,,,,50.0,1658417705.0
"['python', 'tensorflow', 'machine-learning', 'deep-learning']","{'account_id': 24336112, 'reputation': 5, 'user_id': 18274148, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/82a97972013af31a4f350550eabee506?s=256&d=identicon&r=PG', 'display_name': 'Harshit Wadhwani', 'link': 'https://stackoverflow.com/users/18274148/harshit-wadhwani'}",False,28,0,0,0,0,1658075299,1658075299,73013513,https://stackoverflow.com/questions/73013513/oserror-savedmodel-file-does-not-exist,OSError: SavedModel file does not exist,,,,,,,
"['python', 'python-3.x', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 24192952, 'reputation': 113, 'user_id': 18151943, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fbbfd0756e8fdba3bbb6340a680d0df?s=256&d=identicon&r=PG', 'display_name': 'godzillabeast', 'link': 'https://stackoverflow.com/users/18151943/godzillabeast'}",False,24,0,0,0,0,1658062434,1658054384,73011074,https://stackoverflow.com/questions/73011074/how-to-train-image-classification-model-using-tf-data-pipeline,How to train image classification model using tf.data pipeline?,1658062434.0,,,,,,
"['c++', 'docker', 'tensorflow', 'g++']","{'account_id': 1377597, 'reputation': 6604, 'user_id': 2985796, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/e23b7774b4e4cdaf47f2ac655eb423bd?s=256&d=identicon&r=PG', 'display_name': 'KDecker', 'link': 'https://stackoverflow.com/users/2985796/kdecker'}",False,130,0,1,1,1,1658061926,1615426045,66575232,https://stackoverflow.com/questions/66575232/cannot-compile-c-code-whilst-building-image-but-can-after-container-is-runnin,"Cannot compile C++ code whilst building image, but can after container is running?",,,,,,,
"['python', 'tensorflow', 'deep-learning', 'tensorflow-datasets']","{'account_id': 12298896, 'reputation': 12665, 'user_id': 8973620, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7qt6R.jpg?s=256&g=1', 'display_name': 'Mykola Zotko', 'link': 'https://stackoverflow.com/users/8973620/mykola-zotko'}",False,34,1,0,0,-1,1658060936,1657563391,72942962,https://stackoverflow.com/questions/72942962/how-to-get-the-number-of-features-in-tensorflow-dataset,How to get the number of features in Tensorflow Dataset,1658060936.0,,,,,,
"['python', 'python-3.x', 'tensorflow']","{'account_id': 5388217, 'reputation': 103, 'user_id': 7390497, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-jEQ5jrwJHME/AAAAAAAAAAI/AAAAAAAAAvE/lvW8iOzWvlU/photo.jpg?sz=256', 'display_name': 'Ajinkya Ghadge', 'link': 'https://stackoverflow.com/users/7390497/ajinkya-ghadge'}",True,13833,0,9,5,9,1658059964,1532411343,51491307,https://stackoverflow.com/questions/51491307/importerror-no-module-named-tensorflow-core,ImportError: No module named &#39;tensorflow.core&#39;,1540393453.0,51505274.0,,,,,
"['python', 'python-3.x', 'tensorflow']","{'account_id': 23156963, 'reputation': 21, 'user_id': 17258089, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b28e1e5026ccc4736812f2eb27bc1114?s=256&d=identicon&r=PG', 'display_name': 'Student Guess', 'link': 'https://stackoverflow.com/users/17258089/student-guess'}",False,29,0,0,0,0,1658058870,1658058870,73011543,https://stackoverflow.com/questions/73011543/what-if-tool-does-not-give-me-any-output,What if tool does not give me any output,,,,,,,
"['python', 'tensorflow', 'deep-learning', 'lstm', 'recurrent-neural-network']","{'account_id': 15266602, 'reputation': 5, 'user_id': 11015050, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-q-SXWF8s1Ac/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMvcIlDBW4gQHtVbi0vD3ejFjX-UQ/mo/photo.jpg?sz=256', 'display_name': 'Jagrut Panchal', 'link': 'https://stackoverflow.com/users/11015050/jagrut-panchal'}",False,23,0,0,1,0,1658053965,1657936746,73001049,https://stackoverflow.com/questions/73001049/rnn-lstm-for-sequential-classification,RNN LSTM for Sequential classification,,,,,,,
"['python', 'tensorflow', 'keras', 'reinforcement-learning']","{'account_id': 17081768, 'reputation': 79, 'user_id': 12360009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16f1940c870a1daf7eb2a8d87135ad90?s=256&d=identicon&r=PG&f=1', 'display_name': 'Giuseppe Boezio', 'link': 'https://stackoverflow.com/users/12360009/giuseppe-boezio'}",False,26,0,0,0,0,1658051766,1658051766,73010819,https://stackoverflow.com/questions/73010819/why-is-the-output-of-my-neural-network-nan,Why is the output of my neural network NaN?,,,,,,,
"['python', 'tensorflow', 'importerror']","{'account_id': 24232388, 'reputation': 11, 'user_id': 18185983, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OTXHV.png?s=256&g=1', 'display_name': 'CharlesbrownK', 'link': 'https://stackoverflow.com/users/18185983/charlesbrownk'}",False,11,0,0,0,0,1658050478,1658050478,73010696,https://stackoverflow.com/questions/73010696/tensorflow-image-detection-importerror-could-not-find-the-dlls-msvcp140-1-d,"Tensorflow image detection, ImportError: Could not find the DLL(s) &#39;msvcp140_1.dll&#39;",,,,,,,
"['python', 'tensorflow', 'jupyter-notebook', 'conda']","{'account_id': 5305429, 'reputation': 634, 'user_id': 4233547, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fim7I.jpg?s=256&g=1', 'display_name': 'Oscar Mike', 'link': 'https://stackoverflow.com/users/4233547/oscar-mike'}",True,26153,0,7,6,7,1658049000,1578045229,59576397,https://stackoverflow.com/questions/59576397/python-kernel-dies-on-jupyter-notebook-with-tensorflow-2,Python kernel dies on Jupyter Notebook with tensorflow 2,,59577414.0,,,,,
"['python', 'tensorflow']","{'account_id': 19719937, 'reputation': 73, 'user_id': 14438520, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-bRlbH5w6WR4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnKe_W-uX3So0W8sPREsfxkAhsMYA/s96-c/photo.jpg?sz=256', 'display_name': 'George', 'link': 'https://stackoverflow.com/users/14438520/george'}",False,16,1,0,0,-1,1658042995,1658042995,73009951,https://stackoverflow.com/questions/73009951/which-loss-and-accuracy-metric-to-use-in-lstm,Which loss and accuracy metric to use in LSTM?,,,,,,,
"['python', 'tensorflow']","{'account_id': 22906510, 'reputation': 1, 'user_id': 17044499, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzZ3cGlpMWkROgKF4njoLBmA15R2nICddkOkVUs=k-s256', 'display_name': 'Dũng Hồ Sỹ', 'link': 'https://stackoverflow.com/users/17044499/d%c5%a9ng-h%e1%bb%93-s%e1%bb%b9'}",False,20,0,0,0,0,1658042733,1657343777,72919129,https://stackoverflow.com/questions/72919129/valueerror-layer-ocr-model-v1-expects-2-inputs-but-it-received-1-input-ten,"ValueError: Layer &quot;ocr_model_v1&quot; expects 2 input(s), but it received 1 input tensors when evaluate model",1658042733.0,,,,,,
"['python-3.x', 'anaconda', 'glibc', 'scikit-image']","{'account_id': 11071415, 'reputation': 956, 'user_id': 9376487, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-qmU6k9KcRlk/AAAAAAAAAAI/AAAAAAAAACg/UulzzRWTL6k/photo.jpg?sz=256', 'display_name': 'John Ladasky', 'link': 'https://stackoverflow.com/users/9376487/john-ladasky'}",False,26,0,0,1,0,1658039165,1658019687,73008614,https://stackoverflow.com/questions/73008614/scikit-image-glibcxx-importerror-is-the-problem-with-skimage-anaconda-or-ubun,"Scikit-image GLIBCXX ImportError. Is the problem with skimage, Anaconda, or Ubuntu?",1658020149.0,,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning', 'conv-neural-network']","{'account_id': 25826749, 'reputation': 1, 'user_id': 19564680, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnryPdSAYjNQtE9QTxwGpwrhK0Jq6yJR-Hh47bj=k-s256', 'display_name': 'Mart&#237;n Gonz&#225;lez', 'link': 'https://stackoverflow.com/users/19564680/mart%c3%adn-gonz%c3%a1lez'}",False,25,0,0,1,0,1658037017,1658035864,73009464,https://stackoverflow.com/questions/73009464/my-tensorflow-keras-cnn-does-not-improve-over-epochs,My tensorflow/keras CNN does not improve over epochs,,,,,,,
"['python', 'csv', 'tensorflow', 'filter']","{'account_id': 22233390, 'reputation': 118, 'user_id': 16469159, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c57ebb765c01b2637257abaeef24ade7?s=256&d=identicon&r=PG&f=1', 'display_name': 'studenprogrammer', 'link': 'https://stackoverflow.com/users/16469159/studenprogrammer'}",True,44,0,1,2,1,1658032512,1657701611,72963263,https://stackoverflow.com/questions/72963263/python-read-from-csv-with-condition-for-timeseriesgenerator,Python read from csv with condition for TimeSeriesGenerator,,72984078.0,,,,,
"['python', 'numpy', 'tensorflow', 'floating-point']","{'account_id': 7203588, 'reputation': 104, 'user_id': 5500018, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sZtqh.jpg?s=256&g=1', 'display_name': 'mjachi', 'link': 'https://stackoverflow.com/users/5500018/mjachi'}",False,39,0,0,0,0,1658029969,1658021247,73008700,https://stackoverflow.com/questions/73008700/mixing-numpy-and-python-math-why-are-there-different-implementations-if-they,Mixing Numpy and Python math -- why are there different implementations if they&#39;re each &quot;wrappers&quot;?,1658029969.0,,,,,,
"['anaconda', 'conda']","{'account_id': 1293652, 'reputation': 6316, 'user_id': 1245262, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/83503cef6b0550864d3a1c9ca5d87701?s=256&d=identicon&r=PG', 'display_name': 'user1245262', 'link': 'https://stackoverflow.com/users/1245262/user1245262'}",True,9191,0,15,2,15,1658029578,1549425906,54546450,https://stackoverflow.com/questions/54546450/how-does-using-conda-to-install-a-package-change-my-python-version-and-remove-co,How does using conda to install a package change my python version and remove conda?,1549480975.0,54563455.0,,,,,
"['python', 'tensorflow', 'keras', 'pytorch', 'data-augmentation']","{'account_id': 7424649, 'reputation': 13301, 'user_id': 9215780, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-lqxossnzkSU/AAAAAAAAAAI/AAAAAAAAAJg/pHrYwIfRc-k/photo.jpg?sz=256', 'display_name': 'M.Innat', 'link': 'https://stackoverflow.com/users/9215780/m-innat'}",True,1056,1,9,2,8,1658026197,1607342071,65181294,https://stackoverflow.com/questions/65181294/how-to-create-class-label-for-mosaic-augmentation-in-image-classification,How to Create Class Label for Mosaic Augmentation in Image Classification?,1658026197.0,,,,,,
"['python', 'numpy', 'tensorflow']","{'account_id': 14885140, 'reputation': 13, 'user_id': 10748530, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/URxPw.jpg?s=256&g=1', 'display_name': 'Lilei Zheng', 'link': 'https://stackoverflow.com/users/10748530/lilei-zheng'}",True,21,0,0,1,0,1658023716,1657952097,73001950,https://stackoverflow.com/questions/73001950/tensorflow-question-serialization-of-tensor-in-order-to-write-it-to-tfrecords,Tensorflow question: serialization of tensor in order to write it to tfrecords,,73008814.0,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning']","{'user_type': 'does_not_exist', 'display_name': 'user15107853'}",True,92,0,0,1,0,1657998909,1617030233,66856626,https://stackoverflow.com/questions/66856626/augmented-images-does-not-store-in-their-own-classes-directory,augmented images does not store in their own classes directory,1617100657.0,66859442.0,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 16810421, 'reputation': 13, 'user_id': 12153567, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16999276c64475f415cea1ad1adef4b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'ayoubbouih', 'link': 'https://stackoverflow.com/users/12153567/ayoubbouih'}",False,25,0,1,1,1,1657998037,1657990156,73006051,https://stackoverflow.com/questions/73006051/how-to-get-discrete-values-as-output-in-keras,how to get discrete values as output in Keras?,,,,,,,
"['python', 'tensorflow', 'deep-learning', 'nlp', 'text-processing']","{'account_id': 25680846, 'reputation': 49, 'user_id': 19443650, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/553bdac7a3892b3fd3f8733d4ebd9b17?s=256&d=identicon&r=PG', 'display_name': 'albert', 'link': 'https://stackoverflow.com/users/19443650/albert'}",False,22,0,0,0,0,1657996678,1657987802,73005772,https://stackoverflow.com/questions/73005772/valueerror-failed-to-convert-a-numpy-array-to-a-tensor-unsupported-object-type,ValueError: Failed to convert a NumPy array to a Tensor (Unsupported object type float) facing this issue with text encoder model,1657996678.0,,,,,,
"['python', 'nlp', 'lstm', 'sentiment-analysis']","{'account_id': 25734527, 'reputation': 3, 'user_id': 19489537, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0a16224dc898c37676166e137af2b25?s=256&d=identicon&r=PG', 'display_name': 'Syed Tusin', 'link': 'https://stackoverflow.com/users/19489537/syed-tusin'}",False,28,0,0,0,0,1657995298,1657995298,73006638,https://stackoverflow.com/questions/73006638/typeerror-in-confusion-matrix-cannot-convert-0-0-to-eagertensor-of-dtype-int32,TypeError in confusion_matrix : Cannot convert 0.0 to EagerTensor of dtype int32,,,,,,,
"['tensorflow', 'keras', 'deep-learning', 'jupyter-notebook', 'siamese-network']","{'account_id': 17196257, 'reputation': 83, 'user_id': 12448931, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/83d735c33efedd18a4248dc2171917a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'NNNNNNN', 'link': 'https://stackoverflow.com/users/12448931/nnnnnnn'}",False,154,0,0,1,0,1657994411,1636497212,69905906,https://stackoverflow.com/questions/69905906/typeerror-logger-find-caller-takes-from-0-to-1-positional-arguments-but-2-we,TypeError: _logger_find_caller() takes from 0 to 1 positional arguments but 2 were given,1636525564.0,,,,,,
"['python', 'tensorflow']","{'account_id': 2244892, 'reputation': 11106, 'user_id': 1978504, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/1fb56995b9d93ef03a3aa59854aad154?s=256&d=identicon&r=PG', 'display_name': 'mathetes', 'link': 'https://stackoverflow.com/users/1978504/mathetes'}",True,471435,3,644,29,641,1657992495,1447771046,33759623,https://stackoverflow.com/questions/33759623/how-to-save-restore-a-model-after-training,How to save/restore a model after training?,1622199901.0,50852627.0,1514044427.0,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'classification']","{'account_id': 18924953, 'reputation': 23, 'user_id': 13808285, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/erKju.jpg?s=256&g=1', 'display_name': 'LenLenLen', 'link': 'https://stackoverflow.com/users/13808285/lenlenlen'}",False,16,0,0,0,0,1657988968,1657988968,73005912,https://stackoverflow.com/questions/73005912/tensorflow-flower-classifier-consistent-predictions-with-varied-input,Tensorflow Flower Classifier consistent predictions with varied input,,,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning', 'google-colaboratory']","{'account_id': 20277671, 'reputation': 35, 'user_id': 14872305, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-x9K_jXvbv1I/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckz3PnTirGxmZF2N68P2L37UaL_hA/s96-c/photo.jpg?sz=256', 'display_name': 'Sunnday', 'link': 'https://stackoverflow.com/users/14872305/sunnday'}",True,1465,0,3,2,3,1657986055,1609398015,65517669,https://stackoverflow.com/questions/65517669/invalidargumenterror-with-model-fit-in-tensorflow,InvalidArgumentError with model.fit in Tensorflow,1609435891.0,65518006.0,,,,,
